FOD_ID,NWCG_REPORTING_UNIT_NAME,FIRE_YEAR,DISCOVERY_DATE,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,CONT_DATE,FIRE_SIZE,LATITUDE,LONGITUDE,STATE,FIPS_NAME
604283,New Mexico State Forestry Division,2006,3/1/2006 0:00,Human,Missing data/not specified/undetermined,3/1/2006 0:00,26525.0,36.41833,-104.9764,NM,Colfax County
604285,New Mexico State Forestry Division,2006,3/12/2006 0:00,Human,Missing data/not specified/undetermined,3/12/2006 0:00,11520.0,36.12139,-103.4208,NM,Union County
604441,New Mexico State Forestry Division,2006,4/12/2006 0:00,Human,Missing data/not specified/undetermined,4/12/2006 0:00,16000.0,36.09111,-105.1664,NM,Mora County
604534,New Mexico State Forestry Division,2006,1/1/2006 0:00,Human,Missing data/not specified/undetermined,1/1/2006 0:00,15000.0,32.76167,-103.5983,NM,Lea County
604603,New Mexico State Forestry Division,2006,3/12/2006 0:00,Human,Missing data/not specified/undetermined,3/12/2006 0:00,92390.0,33.05825,-103.6025,NM,Lea County
665720,Texas A & M Forest Service,2006,3/12/2006 0:00,Human,Smoking,3/21/2006 0:00,40000.0,34.29083001,-100.2889,TX,Childress County
665921,Texas A & M Forest Service,2006,3/10/2006 0:00,Human,Equipment and vehicle use,3/13/2006 0:00,13000.0,35.54308001,-102.2663,TX,Oldham County
665927,Texas A & M Forest Service,2006,4/11/2006 0:00,Human,Equipment and vehicle use,4/12/2006 0:00,18000.0,36.04841998,-100.3649,TX,Hemphill County
666626,Texas A & M Forest Service,2006,1/1/2006 0:00,Human,Missing data/not specified/undetermined,1/4/2006 0:00,39812.0,31.73667,-100.9456,TX,Tom Green County
666630,Texas A & M Forest Service,2006,1/1/2006 0:00,Human,Missing data/not specified/undetermined,1/5/2006 0:00,42110.0,31.46667,-101.1667,TX,Irion County
666631,Texas A & M Forest Service,2006,1/1/2006 0:00,Human,Missing data/not specified/undetermined,1/5/2006 0:00,35300.0,32.23333,-98.83334002,TX,Eastland County
666632,Texas A & M Forest Service,2006,1/1/2006 0:00,Human,Missing data/not specified/undetermined,1/1/2006 0:00,23000.0,35.04889,-100.8703,TX,Donley County
667269,Texas A & M Forest Service,2006,5/16/2006 0:00,Human,Recreation and ceremony,5/16/2006 0:00,10919.0,27.89883,-98.95071,TX,Webb County
1276845,Alaska Fire Service,2006,6/7/2006 0:00,Human,Debris and open burning,10/1/2006 0:00,118520.1,64.37,-149.03,AK,Not Available
1300923,Oklahoma Division of Forestry,2006,4/7/2006 0:00,Human,Missing data/not specified/undetermined,4/14/2006 0:00,21400.0,35.554444,-99.823056,OK,Roger Mills County
1300934,Oklahoma Division of Forestry,2006,3/1/2006 0:00,Human,Missing data/not specified/undetermined,3/6/2006 0:00,12500.0,34.531389,-97.698333,OK,Stephens County
1300940,Kansas Counties,2006,3/8/2006 0:00,Human,Missing data/not specified/undetermined,3/10/2006 0:00,10700.0,37.8425,-96.930556,KS,Butler County
1300966,Capitan District,2006,1/1/2006 0:00,Human,Missing data/not specified/undetermined,,30000.0,32.7575,-103.5025,NM,Lea County
1312485,Merced-Mariposa Unit,2006,7/21/2006 0:00,Human,Equipment and vehicle use,7/21/2006 0:00,25000.0,37.39694444,-120.6219444,CA,Merced County
1395403,Ventura County Fire Department,2006,12/3/2006 0:00,Human,Misuse of fire by a minor,,30000.0,34.32888888,-118.9011111,CA,Ventura County
18897,Superior National Forest,2007,5/5/2007 0:00,Human,Recreation and ceremony,6/4/2007 0:00,75484.0,48.06888889,-90.81138889,MN,Cook County
21809,Plumas National Forest,2007,9/3/2007 0:00,Human,Equipment and vehicle use,9/25/2007 0:00,64994.45,40.21333333,-120.8641667,CA,Plumas County
24951,Los Padres National Forest,2007,7/4/2007 0:00,Human,Equipment and vehicle use,9/2/2007 0:00,240207.0,34.77916667,-120.09,CA,Santa Barbara County
26075,Cleveland National Forest,2007,10/21/2007 0:00,Human,Missing data/not specified/undetermined,11/8/2007 0:00,28476.0,33.74583333,-117.6666667,CA,Orange County
26253,San Bernardino National Forest,2007,9/14/2007 0:00,Human,Missing data/not specified/undetermined,,14039.0,34.25805556,-117.0102778,CA,San Bernardino County
26259,San Bernardino National Forest,2007,10/22/2007 0:00,Human,Missing data/not specified/undetermined,11/14/2007 0:00,12759.0,34.25194444,-117.05,CA,San Bernardino County
26274,Los Padres National Forest,2007,10/20/2007 0:00,Human,Power generation/transmission/distribution,11/15/2007 0:00,45300.0,34.57305556,-118.6983333,CA,Los Angeles County
26492,Cleveland National Forest,2007,10/21/2007 0:00,Human,Power generation/transmission/distribution,10/31/2007 0:00,197990.0,33.07444444,-116.7111111,CA,San Diego County
26584,Angeles National Forest,2007,10/21/2007 0:00,Human,Misuse of fire by a minor,10/21/2007 0:00,38356.0,34.52444444,-118.3347222,CA,Los Angeles County
26626,Cleveland National Forest,2007,10/23/2007 0:00,Human,Other causes,12/1/2007 0:00,49390.0,33.2775,-116.8680556,CA,San Diego County
270730,Pine Ridge Agency,2007,7/7/2007 0:00,Human,Fireworks,7/14/2007 0:00,22454.0,43.0419,-102.6542,SD,Not Available
285423,Colville Agency,2007,8/30/2007 0:00,Human,Arson/incendiarism,9/9/2007 0:00,10500.0,48.2189,-119.3811,WA,Not Available
285425,Colville Agency,2007,9/10/2007 0:00,Human,Firearms and explosives use,9/24/2007 0:00,26805.0,48.02,-118.7811,WA,Not Available
310783,Uintah and Ouray Agency,2007,6/29/2007 0:00,Human,Missing data/not specified/undetermined,9/18/2007 0:00,43830.0,40.4969,-110.3419,UT,Not Available
312053,Alaska Fire Service,2007,6/19/2007 0:00,Human,Missing data/not specified/undetermined,7/19/2007 0:00,56254.0,60.0,-151.28,AK,Not Available
319992,Central California District,2007,9/3/2007 0:00,Human,Recreation and ceremony,9/10/2007 0:00,47760.0,37.2083,-121.5011,CA,Santa Clara County
337025,Idaho Falls District,2007,6/20/2007 0:00,Human,Equipment and vehicle use,6/25/2007 0:00,16312.0,42.1169,-112.8556,ID,Oneida County
337049,Idaho Falls District,2007,8/11/2007 0:00,Human,Missing data/not specified/undetermined,9/26/2007 0:00,13784.0,42.2569,-111.8081,ID,Franklin County
337525,Twin  Falls District,2007,7/6/2007 0:00,Human,Power generation/transmission/distribution,7/9/2007 0:00,45862.0,42.7803,-114.3664,ID,Lincoln County
351107,Prineville District,2007,8/3/2007 0:00,Human,Missing data/not specified/undetermined,8/5/2007 0:00,15591.0,45.5339,-120.6919,OR,Sherman County
352121,Vale District,2007,8/17/2007 0:00,Human,Other causes,9/7/2007 0:00,47860.1,44.085182,-118.196433,OR,Malheur County
357636,Salt Lake Field Office,2007,6/5/2007 0:00,Human,Firearms and explosives use,6/15/2007 0:00,25582.0,40.3572,-113.0611,UT,Tooele County
383904,San Diego National Wildlife Refuge,2007,10/21/2007 0:00,Human,Recreation and ceremony,10/31/2007 0:00,90440.0,32.608768,-116.577142,CA,Not Available
384128,Okefenokee National Wildlife Refuge,2007,4/16/2007 0:00,Human,Missing data/not specified/undetermined,10/10/2007 0:00,191474.0,30.80277778,-82.2725,GA,Not Available
384407,Edwin B. Forsythe National Wildlife Refuge,2007,5/15/2007 0:00,Human,Arson/incendiarism,5/21/2007 0:00,17050.0,39.7075,-74.30972222,NJ,Not Available
400308,Fairbanks Area,2007,4/29/2007 0:00,Human,Missing data/not specified/undetermined,,33452.0,64.13333,-146.8167,AK,Not Available
430299,Florida Forest Service,2007,2/25/2007 0:00,Human,Arson/incendiarism,2/27/2007 0:00,43561.5,26.91694,-81.11444,FL,Glades County
430524,Florida Forest Service,2007,4/1/2007 0:00,Human,Equipment and vehicle use,4/5/2007 0:00,11600.0,26.36861,-80.74416,FL,Palm Beach County
432285,Florida Forest Service,2007,4/7/2007 0:00,Human,Equipment and vehicle use,4/11/2007 0:00,12200.0,26.08333,-80.66721997,FL,Broward County
432291,Florida Forest Service,2007,4/16/2007 0:00,Human,Equipment and vehicle use,4/22/2007 0:00,39000.0,26.18693999,-80.71500002,FL,Broward County
432529,Florida Forest Service,2007,5/7/2007 0:00,Human,Arson/incendiarism,6/8/2007 0:00,14626.0,29.83694,-82.08833,FL,Bradford County
432988,Florida Forest Service,2007,5/28/2007 0:00,Human,Arson/incendiarism,6/17/2007 0:00,23250.0,27.12222,-80.89694,FL,Glades County
530209,Minnesota Department of Natural Resources,2007,4/26/2007 0:00,Human,Arson/incendiarism,,24945.0,48.8510266,-96.29171674,MN,Roseau County
552752,Southern Land Office,2007,11/12/2007 0:00,Human,Recreation and ceremony,,17954.0,46.0973,-110.1758,MT,Sweet Grass County
552891,Southwestern Land Office,2007,8/14/2007 0:00,Human,Missing data/not specified/undetermined,,10766.24,47.0201,-114.1511,MT,Missoula County
605723,New Mexico State Forestry Division,2007,10/17/2007 0:00,Human,Equipment and vehicle use,10/17/2007 0:00,15000.0,34.22111,-103.3175,NM,Roosevelt County
605753,New Mexico State Forestry Division,2007,11/18/2007 0:00,Human,Equipment and vehicle use,11/18/2007 0:00,18000.0,33.24456,-103.471,NM,Lea County
720787,Utah Division Forestry Fire State Lands,2007,7/10/2007 0:00,Human,Debris and open burning,8/3/2007 0:00,14656.0,38.19813742,-112.7000094,UT,Beaver County
730702,Washington State Department of Natural Resources Headquarters,2007,7/6/2007 0:00,Human,Missing data/not specified/undetermined,,17420.0,46.25788,-117.1764,WA,Asotin County
1278199,Richfield Field Office,2007,7/19/2007 0:00,Human,Missing data/not specified/undetermined,8/1/2007 0:00,25456.0,39.7192,-111.7417,UT,Juab County
27729,Los Padres National Forest,2008,6/8/2008 0:00,Human,Recreation and ceremony,7/10/2008 0:00,81378.0,36.10527778,-121.4308333,CA,Monterey County
28099,Cibola National Forest,2008,4/15/2008 0:00,Human,Recreation and ceremony,7/2/2008 0:00,13709.0,34.66,-106.4666667,NM,Torrance County
29327,Custer Gallatin National Forest,2008,7/26/2008 0:00,Human,Missing data/not specified/undetermined,7/26/2008 0:00,10173.0,45.16944444,-109.4875,MT,Carbon County
32429,Los Padres National Forest,2008,9/27/2008 0:00,Human,Missing data/not specified/undetermined,,11200.0,36.0025,-121.4397222,CA,Monterey County
32663,Sequoia National Forest,2008,6/28/2008 0:00,Human,Recreation and ceremony,7/30/2008 0:00,37026.0,35.41916667,-118.4002778,CA,Kern County
33316,National Forests in Florida,2008,2/11/2008 0:00,Human,Missing data/not specified/undetermined,2/15/2008 0:00,10458.0,30.09916667,-84.69111111,FL,Franklin County
33645,Bridger-Teton National Forest,2008,7/29/2008 0:00,Human,Recreation and ceremony,11/17/2008 0:00,15089.0,43.10833333,-109.9127778,WY,Sublette County
33734,Stanislaus National Forest,2008,7/25/2008 0:00,Human,Missing data/not specified/undetermined,9/15/2008 0:00,34091.0,37.5675,-119.9969444,CA,Mariposa County
33916,Angeles National Forest,2008,11/14/2008 0:00,Human,Missing data/not specified/undetermined,11/21/2008 0:00,11222.0,34.33,-118.4111111,CA,Los Angeles County
34186,Cleveland National Forest,2008,11/15/2008 0:00,Human,Missing data/not specified/undetermined,11/18/2008 0:00,30305.0,33.87277778,-117.7388889,CA,Orange County
285560,Colville Agency,2008,8/7/2008 0:00,Human,Arson/incendiarism,8/21/2008 0:00,22155.0,48.1386,-119.1719,WA,Not Available
324538,California Desert District,2008,10/13/2008 0:00,Human,Power generation/transmission/distribution,10/25/2008 0:00,14703.0,34.3097,-118.6089,CA,Los Angeles County
328287,Northern California District,2008,6/22/2008 0:00,Human,Equipment and vehicle use,6/28/2008 0:00,11089.0,39.0464,-122.5333,CA,Lake County
335513,Idaho Falls District,2008,8/18/2008 0:00,Human,Equipment and vehicle use,8/20/2008 0:00,31616.2,42.7961,-113.4867,ID,Minidoka County
337594,Twin  Falls District,2008,8/27/2008 0:00,Human,Missing data/not specified/undetermined,8/31/2008 0:00,14869.0,43.3017,-114.1508,ID,Blaine County
348255,Roswell Field Office,2008,4/7/2008 0:00,Human,Arson/incendiarism,4/10/2008 0:00,12624.0,33.8528,-105.2992,NM,Chaves County
358382,Spokane District,2008,7/8/2008 0:00,Human,Power generation/transmission/distribution,7/20/2008 0:00,15023.0,47.4578,-120.2078,WA,Douglas County
358392,Spokane District,2008,8/18/2008 0:00,Human,Missing data/not specified/undetermined,9/13/2008 0:00,19090.0,47.7086,-118.4283,WA,Lincoln County
363708,Yellowstone National Park,2008,7/30/2008 0:00,Human,Power generation/transmission/distribution,10/10/2008 0:00,10361.0,44.35,-110.23,WY,Not Available
368393,Everglades National Park,2008,5/14/2008 0:00,Human,Missing data/not specified/undetermined,6/4/2008 0:00,39465.0,25.5642,-80.575,FL,Not Available
437253,Florida Forest Service,2008,5/2/2008 0:00,Human,Arson/incendiarism,6/13/2008 0:00,38000.0,26.81083,-80.9675,FL,Glades County
695211,Texas A & M Forest Service,2008,2/25/2008 0:00,Human,Missing data/not specified/undetermined,,18000.0,30.806,-101.2848,TX,Crockett County
695291,Texas A & M Forest Service,2008,2/25/2008 0:00,Human,Missing data/not specified/undetermined,,11180.0,32.30341,-102.3987,TX,Andrews County
698630,Texas A & M Forest Service,2008,1/28/2008 0:00,Human,Missing data/not specified/undetermined,,11012.0,34.14241,-102.8083,TX,Bailey County
706713,Texas A & M Forest Service,2008,1/29/2008 0:00,Human,Debris and open burning,1/30/2008 0:00,14210.0,27.26488,-98.51507,TX,Duval County
706732,Texas A & M Forest Service,2008,2/2/2008 0:00,Human,Missing data/not specified/undetermined,2/2/2008 0:00,19000.0,28.52025,-99.3118,TX,La Salle County
706870,Texas A & M Forest Service,2008,2/25/2008 0:00,Human,Missing data/not specified/undetermined,2/29/2008 0:00,20200.0,32.05446,-100.7085,TX,Coke County
706889,Texas A & M Forest Service,2008,2/25/2008 0:00,Human,Equipment and vehicle use,3/1/2008 0:00,13548.0,33.59808,-98.67122,TX,Archer County
706908,Texas A & M Forest Service,2008,2/25/2008 0:00,Human,Missing data/not specified/undetermined,2/29/2008 0:00,220000.0,31.74216,-101.0438,TX,Sterling County
706950,Texas A & M Forest Service,2008,2/23/2008 0:00,Human,Missing data/not specified/undetermined,3/1/2008 0:00,28625.0,32.71048,-100.9218,TX,Scurry County
707116,Texas A & M Forest Service,2008,3/14/2008 0:00,Human,Missing data/not specified/undetermined,3/17/2008 0:00,67500.0,28.3025,-99.43667,TX,Dimmit County
707188,Texas A & M Forest Service,2008,3/31/2008 0:00,Human,Missing data/not specified/undetermined,4/2/2008 0:00,15000.0,32.68959,-101.6164,TX,Borden County
707243,Texas A & M Forest Service,2008,3/18/2008 0:00,Human,Missing data/not specified/undetermined,3/22/2008 0:00,25600.0,26.55495,-98.12082,TX,Hidalgo County
707282,Texas A & M Forest Service,2008,4/30/2008 0:00,Human,Missing data/not specified/undetermined,5/3/2008 0:00,98168.0,30.63117,-101.5342,TX,Pecos County
707296,Texas A & M Forest Service,2008,4/10/2008 0:00,Human,Missing data/not specified/undetermined,4/10/2008 0:00,16000.0,31.384,-102.789,TX,Crane County
707516,Texas A & M Forest Service,2008,6/4/2008 0:00,Human,Equipment and vehicle use,6/7/2008 0:00,43241.0,30.48167,-104.32,TX,Presidio County
1300447,Capitan District,2008,3/14/2008 0:00,Human,Missing data/not specified/undetermined,3/16/2008 0:00,67008.0,32.835556,-103.437778,NM,Lea County
1300661,Capitan District,2008,4/5/2008 0:00,Human,Missing data/not specified/undetermined,4/7/2008 0:00,16837.0,32.819722,-103.581944,NM,Lea County
1300715,Kansas Counties,2008,8/4/2008 0:00,Human,Missing data/not specified/undetermined,,38400.0,37.2,-98.8,KS,Barber County
300338871,Butte Unit,2008,6/11/2008 0:00,Human,Arson/incendiarism,,23344.0,39.762464,-121.736696,CA,Butte County
35097,National Forests in Florida,2009,3/10/2009 0:00,Human,Recreation and ceremony,4/1/2009 0:00,10022.0,29.19194444,-81.69722222,FL,Marion County
36001,Coronado National Forest,2009,3/1/2009 0:00,Human,Recreation and ceremony,3/9/2009 0:00,16802.0,31.50222222,-109.0836111,AZ,Cochise County
39377,Los Padres National Forest,2009,8/8/2009 0:00,Human,Missing data/not specified/undetermined,8/22/2009 0:00,91622.0,34.94972222,-119.9777778,CA,Santa Barbara County
41500,Angeles National Forest,2009,8/26/2009 0:00,Human,Arson/incendiarism,9/22/2009 0:00,160371.0,34.2425,-118.1888889,CA,Los Angeles County
255067,Osage Agency,2009,3/17/2009 0:00,Human,Debris and open burning,3/24/2009 0:00,10216.0,36.3544,-96.3108,OK,Not Available
312384,Alaska Fire Service,2009,5/1/2009 0:00,Human,Firearms and explosives use,5/24/2009 0:00,38398.3,63.9556,-146.3878,AK,Not Available
314950,Gila District Office,2009,6/11/2009 0:00,Human,Missing data/not specified/undetermined,6/21/2009 0:00,23668.0,31.8517,-111.5583,AZ,Pima County
320338,Central California District,2009,9/22/2009 0:00,Human,Misuse of fire by a minor,9/28/2009 0:00,17463.0,34.3817,-118.8708,CA,Not Available
338411,North Central Montana District,2009,1/31/2009 0:00,Human,Debris and open burning,2/8/2009 0:00,14490.0,47.4456,-110.3772,MT,Chouteau County
341357,Carson City District Office,2009,7/15/2009 0:00,Human,Equipment and vehicle use,7/24/2009 0:00,10549.0,39.7842,-120.0383,NV,Not Available
341394,Carson City District Office,2009,8/20/2009 0:00,Human,Equipment and vehicle use,8/30/2009 0:00,10670.0,39.8092,-117.5586,NV,Churchill County
362699,Lake Meredith National Recreation Area,2009,4/4/2009 0:00,Human,Missing data/not specified/undetermined,4/7/2009 0:00,15000.0,35.4306,-100.3819,TX,Not Available
634626,South Carolina Forestry Commission,2009,4/22/2009 0:00,Human,Debris and open burning,4/28/2009 0:00,19130.0,33.82175,-78.92149,SC,Horry County
1300151,Oklahoma Division of Forestry,2009,4/4/2009 0:00,Human,Missing data/not specified/undetermined,,11520.0,36.415833,-98.445,OK,Major County
1341565,Santa Clara Unit,2009,8/13/2009 0:00,Human,Missing data/not specified/undetermined,,12200.0,37.63194444,-121.5380556,CA,San Joaquin County
1472469,Alaska Fire Service,2009,8/3/2009 0:00,Human,Missing data/not specified/undetermined,9/11/2009 0:00,12834.0,64.9903,-148.5864,AK,Not Available
1747956,New Mexico State Forestry Division,2009,3/4/2009 0:00,Human,Equipment and vehicle use,3/9/2009 0:00,16141.0,32.887722,-105.172833,NM,Chaves County
1747995,New Mexico State Forestry Division,2009,3/30/2009 0:00,Human,Power generation/transmission/distribution,4/1/2009 0:00,25747.0,32.7883,-103.4914,NM,Lea County
201335316,Texas A & M Forest Service,2009,4/7/2009 0:00,Human,Missing data/not specified/undetermined,4/13/2009 0:00,18360.0,32.48883333,-98.97566667,TX,Eastland County
201335336,Texas A & M Forest Service,2009,4/9/2009 0:00,Human,Missing data/not specified/undetermined,4/15/2009 0:00,16444.0,33.247933,-98.087648,TX,Jack County
201335338,Texas A & M Forest Service,2009,4/9/2009 0:00,Human,Power generation/transmission/distribution,4/10/2009 0:00,21525.0,33.688,-98.5496,TX,Archer County
201335342,Texas A & M Forest Service,2009,4/9/2009 0:00,Human,Missing data/not specified/undetermined,4/16/2009 0:00,31419.0,33.65027778,-97.52583333,TX,Montague County
201335343,Texas A & M Forest Service,2009,4/9/2009 0:00,Human,Missing data/not specified/undetermined,4/13/2009 0:00,16000.0,32.81981813,-99.14663681,TX,Shackelford County
1428709,Coconino National Forest,2010,6/20/2010 0:00,Human,Recreation and ceremony,7/13/2010 0:00,15075.0,35.2863889,-111.623889,AZ,Coconino County
1432347,Sequoia National Forest,2010,7/26/2010 0:00,Human,Missing data/not specified/undetermined,8/31/2010 0:00,16442.0,35.7852778,-118.474722,CA,Kern County
1433319,Okanogan-Wenatchee National Forest,2010,7/10/2010 0:00,Human,Missing data/not specified/undetermined,9/10/2010 0:00,19291.0,47.5758333,-120.3475,WA,Chelan County
1468514,Alaska Regional Office,2010,5/17/2010 0:00,Human,Recreation and ceremony,9/7/2010 0:00,91885.0,62.395,-153.5033,AK,Not Available
1473198,California Desert District,2010,7/29/2010 0:00,Human,Equipment and vehicle use,8/3/2010 0:00,13918.0,34.5453,-118.2814,CA,Los Angeles County
1474317,Idaho Falls District,2010,8/20/2010 0:00,Human,Equipment and vehicle use,8/22/2010 0:00,13745.0,42.0094,-114.6083,ID,Twin Falls County
1474384,Idaho Falls District,2010,7/13/2010 0:00,Human,Missing data/not specified/undetermined,7/20/2010 0:00,108855.0,43.52969,-112.88078,ID,Butte County
1474397,Idaho Falls District,2010,8/27/2010 0:00,Human,Equipment and vehicle use,8/29/2010 0:00,14058.0,43.4486,-112.78739,ID,Bingham County
1476503,Casper Field Office,2010,10/4/2010 0:00,Human,Equipment and vehicle use,10/7/2010 0:00,25093.0,43.0244,-105.2975,WY,Converse County
1839823,Florida Forest Service,2010,12/26/2010 0:00,Human,Missing data/not specified/undetermined,12/30/2010 0:00,13000.0,27.9434,-80.7864,FL,Brevard County
15000477,Washington State Fire Marshal's Office,2010,8/6/2010 0:00,Human,Missing data/not specified/undetermined,8/8/2010 0:00,21620.0,46.370556,-118.572222,WA,Walla Walla County
20022891,Columbia River Gorge National Scenic Area,2011,8/29/2011 0:00,Human,Power generation/transmission/distribution,8/30/2011 0:00,11008.0,45.66555556,-121.0111111,WA,Not Available
20024430,Pike and San Isabel National Forest,2011,5/8/2011 0:00,Human,Equipment and vehicle use,5/14/2011 0:00,17482.0,37.15555556,-101.7616667,KS,Not Available
20026006,Apache-Sitgreaves National Forest,2011,5/29/2011 0:00,Human,Recreation and ceremony,7/12/2011 0:00,538049.0,33.60611111,-109.4497222,AZ,Not Available
20026217,Cibola National Forest,2011,4/19/2011 0:00,Human,Power generation/transmission/distribution,4/20/2011 0:00,11009.0,36.29333333,-102.57,TX,Not Available
20026222,Cibola National Forest,2011,5/24/2011 0:00,Human,Missing data/not specified/undetermined,5/26/2011 0:00,15280.0,35.455,-102.5936111,TX,Not Available
20026568,Coronado National Forest,2011,5/30/2011 0:00,Human,Missing data/not specified/undetermined,7/21/2011 0:00,68079.0,31.54055556,-111.1577778,AZ,Not Available
20026572,Coronado National Forest,2011,5/8/2011 0:00,Human,Missing data/not specified/undetermined,6/25/2011 0:00,222954.0,31.81972222,-109.2111111,AZ,Not Available
20026605,Coronado National Forest,2011,5/23/2011 0:00,Human,Missing data/not specified/undetermined,5/29/2011 0:00,10610.0,31.33888889,-110.5458333,AZ,Not Available
20026774,Lincoln National Forest,2011,4/3/2011 0:00,Human,Fireworks,4/8/2011 0:00,10334.0,33.33,-105.6491667,NM,Not Available
20026929,Santa Fe National Forest,2011,6/18/2011 0:00,Human,Missing data/not specified/undetermined,8/30/2011 0:00,10112.9,35.81194444,-105.8369444,NM,Not Available
201100585,Osage Agency,2011,3/23/2011 0:00,Human,Debris and open burning,3/31/2011 0:00,11382.0,36.523,-96.6408,OK,Not Available
201101812,Rosebud Agency,2011,10/5/2011 0:00,Human,Missing data/not specified/undetermined,10/9/2011 0:00,17500.0,43.317656,-100.249361,SD,Not Available
201103677,Southern California Agency,2011,7/21/2011 0:00,Human,Arson/incendiarism,7/30/2011 0:00,14100.0,33.283017,-116.539044,CA,Not Available
201106463,Alaska Fire Service,2011,5/30/2011 0:00,Human,Missing data/not specified/undetermined,7/5/2011 0:00,23122.5,65.03,-148.35,AK,Not Available
201108068,Boise District,2011,8/15/2011 0:00,Human,Missing data/not specified/undetermined,8/17/2011 0:00,15775.0,43.1699,-115.95881,ID,Not Available
201108849,Carlsbad Field Office,2011,4/24/2011 0:00,Human,Recreation and ceremony,5/18/2011 0:00,53342.0,32.2325,-104.7522,NM,Eddy County
201108865,Carlsbad Field Office,2011,5/9/2011 0:00,Human,Power generation/transmission/distribution,5/29/2011 0:00,31861.0,32.895,-105.4892,NM,Not Available
201109091,Roswell Field Office,2011,2/27/2011 0:00,Human,Missing data/not specified/undetermined,2/28/2011 0:00,64936.0,33.0522,-103.8006,NM,Chaves County
201109959,Winnemucca District Office,2011,7/2/2011 0:00,Human,Missing data/not specified/undetermined,7/4/2011 0:00,11195.3,39.75481,-119.21881,NV,Washoe County
201110012,Winnemucca District Office,2011,8/6/2011 0:00,Human,Missing data/not specified/undetermined,8/8/2011 0:00,21565.4,40.6128,-118.6208,NV,Pershing County
201111145,Salt Lake Field Office,2011,7/16/2011 0:00,Human,Firearms and explosives use,7/20/2011 0:00,16267.0,40.8339,-112.7739,UT,Tooele County
201111649,Coronado National Memorial,2011,6/12/2011 0:00,Human,Missing data/not specified/undetermined,7/16/2011 0:00,30526.0,31.3342,-110.2364,AZ,Not Available
201111991,Carlsbad Caverns National Park,2011,6/13/2011 0:00,Human,Arson/incendiarism,6/20/2011 0:00,30487.0,32.1753,-104.4903,NM,Not Available
201112027,Gila Cliff Dwellings National Monument,2011,4/28/2011 0:00,Human,Recreation and ceremony,6/21/2011 0:00,88835.0,33.14369,-108.36869,NM,Not Available
201112152,Lake Meredith National Recreation Area,2011,2/27/2011 0:00,Human,Missing data/not specified/undetermined,2/28/2011 0:00,23000.0,35.55793,-101.41768,TX,Not Available
201112157,Lake Meredith National Recreation Area,2011,4/9/2011 0:00,Human,Missing data/not specified/undetermined,4/10/2011 0:00,60000.0,35.6903,-101.9164,TX,Not Available
201120144,Wichita Mountains National Wildlife Refuge,2011,9/1/2011 0:00,Human,Equipment and vehicle use,9/9/2011 0:00,39907.0,34.71111111,-98.61333333,OK,Not Available
201159536,Georgia Forestry Commission,2011,3/18/2011 0:00,Human,Arson/incendiarism,3/18/2011 0:00,12485.0,31.11520039,-82.88655122,GA,Clinch County
201159579,Georgia Forestry Commission,2011,3/24/2011 0:00,Human,Debris and open burning,3/25/2011 0:00,22246.0,31.47299498,-82.57689022,GA,Bacon County
201161930,Georgia Forestry Commission,2011,6/15/2011 0:00,Human,Debris and open burning,8/5/2011 0:00,19198.0,31.20029008,-82.5240704,GA,Ware County
201168120,New Mexico State Forestry Division,2011,6/18/2011 0:00,Human,Missing data/not specified/undetermined,6/19/2011 0:00,32243.0,34.69383,-103.725,NM,Quay County
201168201,New Mexico State Forestry Division,2011,6/18/2011 0:00,Human,Debris and open burning,6/18/2011 0:00,10077.0,34.61089,-104.2861,NM,De Baca County
201168404,Gila National Forest,2011,6/13/2011 0:00,Human,Debris and open burning,6/22/2011 0:00,15086.0,31.658611,-108.707222,NM,Hidalgo County
201168413,New Mexico State Forestry Division,2011,6/12/2011 0:00,Human,Equipment and vehicle use,6/28/2011 0:00,19970.0,36.9308,-104.4572,NM,Colfax County
201168418,New Mexico State Forestry Division,2011,4/25/2011 0:00,Human,Equipment and vehicle use,4/26/2011 0:00,24781.0,32.9267,-103.5731,NM,Lea County
201168620,New Mexico State Forestry Division,2011,4/17/2011 0:00,Human,Debris and open burning,4/19/2011 0:00,24000.0,34.3315,-103.617667,NM,Curry County
201168937,New Mexico State Forestry Division,2011,4/9/2011 0:00,Human,Equipment and vehicle use,4/11/2011 0:00,24305.0,36.500153,-103.133489,NM,Union County
201168938,New Mexico State Forestry Division,2011,4/9/2011 0:00,Human,Equipment and vehicle use,4/10/2011 0:00,23000.0,33.3043,-103.2937,NM,Lea County
201169236,Taos Pueblo,2011,3/24/2011 0:00,Human,Equipment and vehicle use,3/24/2011 0:00,21510.0,33.1525,-103.637778,NM,Lea County
201169324,Las Cruces Field Office,2011,5/7/2011 0:00,Human,Recreation and ceremony,5/13/2011 0:00,23600.0,31.356389,-108.8625,NM,Hidalgo County
201178356,New Mexico State Forestry Division,2011,6/26/2011 0:00,Human,Power generation/transmission/distribution,8/2/2011 0:00,156593.0,35.811667,-106.536667,NM,Sandoval County
201180482,Minnesota Department of Natural Resources,2011,10/5/2011 0:00,Human,Debris and open burning,,28810.0,48.8216,-96.33001,MN,Roseau County
201210027,South Dakota Wildland Fire Suppression,2011,10/5/2011 0:00,Human,Missing data/not specified/undetermined,,11000.0,45.7253,-100.0685,SD,Campbell County
