FOD_ID,NWCG_REPORTING_UNIT_NAME,FIRE_YEAR,DISCOVERY_DATE,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,CONT_DATE,FIRE_SIZE,LATITUDE,LONGITUDE,STATE,FIPS_NAME
368064,Everglades National Park,2001,4/23/2001 0:00,Human,Missing data/not specified/undetermined,4/27/2001 0:00,11760.0,25.355716,-80.467001,FL,Not Available
601523,New Mexico State Forestry Division,2001,5/4/2001 0:00,Human,Missing data/not specified/undetermined,5/4/2001 0:00,11000.0,31.56790001,-108.7957,NM,Hidalgo County
1115438,Florida Forest Service,2001,2/15/2001 0:00,Human,Railroad operations and maintenance,,10119.0,28.2081,-81.7811,FL,Polk County
1116354,Florida Forest Service,2001,4/15/2001 0:00,Human,Railroad operations and maintenance,,17000.0,27.5483,-81.1475,FL,Okeechobee County
1122322,Florida Forest Service,2001,2/25/2001 0:00,Human,Debris and open burning,,10500.0,26.2408,-80.7597,FL,Broward County
1273027,Stanislaus National Forest,2001,9/5/2001 0:00,Human,Missing data/not specified/undetermined,9/24/2001 0:00,14280.0,38.13555556,-120.3675,CA,Not Available
1273281,Black Hills National Forest,2001,9/26/2001 0:00,Human,Power generation/transmission/distribution,10/3/2001 0:00,10547.0,43.35,-103.6583333,SD,Not Available
400280052,Florida Forest Service,2001,2/5/2001 0:00,Human,Missing data/not specified/undetermined,,38100.0,26.8,-80.983333,FL,Not Available
149930,San Juan National Forest,2002,6/9/2002 0:00,Human,Missing data/not specified/undetermined,8/8/2002 0:00,73121.0,37.43333333,-107.7830556,CO,Not Available
151178,Santa Fe National Forest,2002,5/22/2002 0:00,Human,Arson/incendiarism,6/8/2002 0:00,12995.0,35.9525,-105.8355556,NM,Rio Arriba County
151258,Umpqua National Forest,2002,8/16/2002 0:00,Human,Missing data/not specified/undetermined,10/1/2002 0:00,17600.0,43.28472222,-122.6836111,OR,Douglas County
151520,Dixie National Forest,2002,5/31/2002 0:00,Human,Debris and open burning,7/1/2002 0:00,42799.0,37.95833333,-112.2083333,UT,Not Available
152127,Ashley National Forest,2002,6/30/2002 0:00,Human,Equipment and vehicle use,7/17/2002 0:00,20038.0,40.94888889,-109.4433333,UT,Daggett County
152146,Coronado National Forest,2002,5/20/2002 0:00,Human,Missing data/not specified/undetermined,7/15/2002 0:00,30600.0,32.37416667,-110.61,AZ,Pima County
153288,Humboldt-Toiyabe National Forest,2002,6/15/2002 0:00,Human,Recreation and ceremony,7/19/2002 0:00,23020.0,38.45611111,-119.5455556,CA,Not Available
153458,Los Padres National Forest,2002,6/1/2002 0:00,Human,Equipment and vehicle use,6/14/2002 0:00,21645.0,34.60916667,-119.3641667,CA,Not Available
153920,Sequoia National Forest,2002,7/21/2002 0:00,Human,Recreation and ceremony,8/28/2002 0:00,150696.0,35.87361111,-118.4580556,CA,Not Available
154698,Uinta-Wasatch-Cache National Forest,2002,6/28/2002 0:00,Human,Recreation and ceremony,9/4/2002 0:00,14208.0,40.93777778,-110.8002778,UT,Not Available
154752,White River National Forest,2002,6/8/2002 0:00,Human,Missing data/not specified/undetermined,10/7/2002 0:00,12209.0,39.54333333,-107.4233333,CO,Garfield County
155205,Coronado National Forest,2002,4/29/2002 0:00,Human,Recreation and ceremony,5/2/2002 0:00,38179.0,31.485,-110.6019444,AZ,Santa Cruz County
155311,Black Hills National Forest,2002,8/16/2002 0:00,Human,Power generation/transmission/distribution,8/29/2002 0:00,12443.0,43.93333333,-103.3483333,SD,Not Available
155922,Pike and San Isabel National Forest,2002,6/8/2002 0:00,Human,Missing data/not specified/undetermined,7/18/2002 0:00,137760.0,39.0575,-105.4083333,CO,Not Available
156160,Angeles National Forest,2002,9/22/2002 0:00,Human,Arson/incendiarism,10/10/2002 0:00,37240.0,34.23027778,-117.7875,CA,Not Available
168765,Lincoln National Forest,2002,4/30/2002 0:00,Human,Smoking,6/30/2002 0:00,16020.0,32.84166667,-105.6166667,NM,Otero County
261293,Standing Rock Agency,2002,7/5/2002 0:00,Human,Arson/incendiarism,7/18/2002 0:00,15732.2,46.0522,-101.2601,ND,Not Available
265899,Cheyenne River Agency,2002,6/29/2002 0:00,Human,Fireworks,7/1/2002 0:00,14223.8,45.1422,-100.6499,SD,Not Available
286339,Yakama Agency,2002,7/13/2002 0:00,Human,Missing data/not specified/undetermined,7/16/2002 0:00,10367.0,46.3165,-120.6262,WA,Not Available
299567,Mescalero Agency,2002,3/23/2002 0:00,Human,Missing data/not specified/undetermined,3/29/2002 0:00,16422.0,33.2837,-105.5147,NM,Not Available
302872,Fort Apache Agency,2002,6/18/2002 0:00,Human,Arson/incendiarism,6/18/2002 0:00,259158.9,34.1084,-110.4859,AZ,Not Available
302873,Fort Apache Agency,2002,6/20/2002 0:00,Human,Arson/incendiarism,6/27/2002 0:00,209704.1,34.1362,-110.7029,AZ,Not Available
311070,Alaska Fire Service,2002,5/15/2002 0:00,Human,Arson/incendiarism,9/11/2002 0:00,64834.0,63.9496,-146.3857,AK,Not Available
311078,Alaska Fire Service,2002,5/22/2002 0:00,Human,Arson/incendiarism,9/12/2002 0:00,189688.0,62.6994,-155.6523,AK,Not Available
311080,Alaska Fire Service,2002,5/23/2002 0:00,Human,Equipment and vehicle use,10/8/2002 0:00,115328.0,65.4376,-148.8181,AK,Not Available
403473,Fairbanks Area,2002,5/23/2002 0:00,Human,Debris and open burning,7/15/2002 0:00,22251.5,65.09241,-146.1877,AK,Not Available
1273556,Okanogan-Wenatchee National Forest,2002,7/15/2002 0:00,Human,Recreation and ceremony,10/29/2002 0:00,43373.5,48.025,-120.3252778,WA,Chelan County
1273684,Cleveland National Forest,2002,7/29/2002 0:00,Human,Equipment and vehicle use,8/22/2002 0:00,61690.0,33.1025,-116.5736111,CA,San Diego County
1273721,Black Hills National Forest,2002,6/29/2002 0:00,Human,Missing data/not specified/undetermined,7/12/2002 0:00,11589.0,44.335,-103.7433333,SD,Not Available
1273827,Angeles National Forest,2002,6/5/2002 0:00,Human,Missing data/not specified/undetermined,6/8/2002 0:00,23407.0,34.48111111,-118.5527778,CA,Not Available
1276703,Alaska Fire Service,2002,8/4/2002 0:00,Human,Equipment and vehicle use,,21575.0,65.4562,-164.5693,AK,Not Available
1301227,Coronado National Forest,2002,6/12/2002 0:00,Human,Missing data/not specified/undetermined,,16369.0,31.338333,-111.088333,AZ,Santa Cruz County
201940025,Angeles National Forest,2002,9/1/2002 0:00,Human,Missing data/not specified/undetermined,,20857.0,34.267778,-117.835556,CA,Los Angeles County
160263,Los Padres National Forest,2003,10/23/2003 0:00,Human,Equipment and vehicle use,10/31/2003 0:00,63720.0,34.4875,-118.7588889,CA,Not Available
160378,Deschutes National Forest,2003,6/28/2003 0:00,Human,Arson/incendiarism,10/31/2003 0:00,21135.0,43.58527778,-121.8563889,OR,Not Available
160763,Tonto National Forest,2003,6/17/2003 0:00,Human,Recreation and ceremony,7/2/2003 0:00,12900.0,33.93361111,-111.1513889,AZ,Not Available
162278,San Bernardino National Forest,2003,10/25/2003 0:00,Human,Arson/incendiarism,11/15/2003 0:00,91281.0,34.19694444,-117.2761111,CA,Not Available
163195,Flathead National Forest,2003,7/23/2003 0:00,Human,Missing data/not specified/undetermined,10/29/2003 0:00,57273.0,48.49388889,-114.1658333,MT,Not Available
163218,Coronado National Forest,2003,6/17/2003 0:00,Human,Missing data/not specified/undetermined,7/15/2003 0:00,82440.0,32.43,-110.7716667,AZ,Pima County
163611,Salmon-Challis National Forest,2003,7/12/2003 0:00,Human,Recreation and ceremony,7/29/2003 0:00,13843.0,44.74833333,-113.7172222,ID,Not Available
163678,Salmon-Challis National Forest,2003,8/10/2003 0:00,Human,Recreation and ceremony,12/9/2003 0:00,25007.0,44.69833333,-114.7644444,ID,Not Available
165380,Cleveland National Forest,2003,10/25/2003 0:00,Human,Recreation and ceremony,11/4/2003 0:00,280059.0,32.98555556,-116.7275,CA,Not Available
165498,Cleveland National Forest,2003,10/26/2003 0:00,Human,Arson/incendiarism,10/26/2003 0:00,56427.0,33.25555556,-116.9527778,CA,Not Available
277041,Red Lake Agency,2003,4/9/2003 0:00,Human,Debris and open burning,4/11/2003 0:00,38753.0,48.1225,-95.5294,MN,Not Available
277049,Red Lake Agency,2003,4/9/2003 0:00,Human,Debris and open burning,4/10/2003 0:00,19782.0,47.9727,-95.2789,MN,Not Available
284894,Colville Agency,2003,7/4/2003 0:00,Human,Arson/incendiarism,7/13/2003 0:00,10500.0,47.8524,-118.4294,WA,Not Available
352818,Cedar City Field Office,2003,6/28/2003 0:00,Human,Recreation and ceremony,7/8/2003 0:00,29933.0,37.06,-113.7791,UT,Washington County
378935,Hanford Reach National Monument,2003,7/24/2003 0:00,Human,Missing data/not specified/undetermined,7/28/2003 0:00,20000.0,46.58333333,-119.9666667,WA,Not Available
523414,Minnesota Department of Natural Resources,2003,3/29/2003 0:00,Human,Debris and open burning,,15000.0,48.99573567,-96.20300503,MN,Roseau County
523676,Minnesota Department of Natural Resources,2003,4/10/2003 0:00,Human,Arson/incendiarism,,12680.0,48.99866747,-96.52370424,MN,Kittson County
1274369,San Bernardino National Forest,2003,10/21/2003 0:00,Human,Arson/incendiarism,11/14/2003 0:00,59788.0,34.16833333,-117.4813889,CA,Not Available
1274491,Angeles National Forest,2003,10/25/2003 0:00,Human,Arson/incendiarism,11/3/2003 0:00,10446.0,34.18583333,-117.6822222,CA,Not Available
1277538,California Desert District,2003,10/26/2003 0:00,Human,Missing data/not specified/undetermined,10/30/2003 0:00,47921.0,32.5667,-116.7675,CA,San Diego County
1278194,Richfield Field Office,2003,7/8/2003 0:00,Human,Equipment and vehicle use,9/10/2003 0:00,31727.0,37.9165,-110.75026,UT,Garfield County
1382010,Riverside Unit,2003,2/23/2003 0:00,Human,Debris and open burning,2/23/2003 0:00,12000.0,33.67805555,-116.2080556,CA,Riverside County
17,Eldorado National Forest,2004,10/6/2004 0:00,Human,Equipment and vehicle use,10/21/2004 0:00,16823.0,38.52333333,-120.2116667,CA,Amador County
166786,National Forests in Florida,2004,4/5/2004 0:00,Human,Arson/incendiarism,4/5/2004 0:00,26279.0,30.13333333,-84.6,FL,Not Available
167238,National Forests in Florida,2004,3/7/2004 0:00,Human,Debris and open burning,5/10/2004 0:00,34660.0,30.35833333,-82.48333333,FL,Not Available
172018,Angeles National Forest,2004,7/12/2004 0:00,Human,Missing data/not specified/undetermined,7/21/2004 0:00,17418.0,34.73666667,-118.6552778,CA,Not Available
172263,Apache-Sitgreaves National Forest,2004,5/17/2004 0:00,Human,Recreation and ceremony,7/27/2004 0:00,16625.0,33.58638889,-109.2894444,AZ,Greenlee County
284081,Warm Springs Agency,2004,7/25/2004 0:00,Human,Misuse of fire by a minor,8/17/2004 0:00,13539.0,45.0215,-121.4531,OR,Not Available
321983,California Desert District,2004,5/3/2004 0:00,Human,Equipment and vehicle use,5/8/2004 0:00,16460.0,33.75,-117.4175,CA,Riverside County
366107,Whiskeytown National Recreation Area,2004,8/14/2004 0:00,Human,Arson/incendiarism,8/26/2004 0:00,12535.0,40.681,-122.6409,CA,Not Available
1274967,Shasta-Trinity National Forest,2004,8/11/2004 0:00,Human,Equipment and vehicle use,8/20/2004 0:00,10484.0,40.70333333,-122.2472222,CA,Not Available
1275052,Angeles National Forest,2004,7/20/2004 0:00,Human,Equipment and vehicle use,7/25/2004 0:00,11966.0,34.4325,-118.2,CA,Not Available
1275144,Okanogan-Wenatchee National Forest,2004,8/8/2004 0:00,Human,Equipment and vehicle use,9/22/2004 0:00,16424.0,47.56083333,-120.5686111,WA,Chelan County
1342626,Sonoma-Lake Napa Unit,2004,10/10/2004 0:00,Human,Missing data/not specified/undetermined,10/16/2004 0:00,39138.0,38.91611111,-122.2738889,CA,Yolo County
3887,Umatilla National Forest,2005,8/5/2005 0:00,Human,Power generation/transmission/distribution,10/1/2005 0:00,52000.0,46.23444444,-117.6805556,WA,Columbia County
4356,Humboldt-Toiyabe National Forest,2005,8/29/2005 0:00,Human,Debris and open burning,8/31/2005 0:00,12855.0,41.99555556,-117.6388889,NV,Humboldt County
4861,Sawtooth National Forest,2005,9/3/2005 0:00,Human,Debris and open burning,9/28/2005 0:00,40483.0,43.99277778,-114.7861111,ID,Blaine County
255533,Talihina Agency,2005,11/8/2005 0:00,Human,Missing data/not specified/undetermined,11/16/2005 0:00,17299.0,35.2161,-96.1858,OK,Not Available
285147,Colville Agency,2005,7/12/2005 0:00,Human,Equipment and vehicle use,7/17/2005 0:00,11330.0,48.2417,-119.3908,WA,Not Available
313382,Arizona Strip Field Office,2005,7/19/2005 0:00,Human,Equipment and vehicle use,7/27/2005 0:00,20551.0,36.3603,-113.7808,AZ,Mohave County
314413,Phoenix District Office,2005,6/16/2005 0:00,Human,Recreation and ceremony,6/25/2005 0:00,58536.0,32.6131,-112.8657,AZ,Maricopa County
314429,Phoenix District Office,2005,6/29/2005 0:00,Human,Recreation and ceremony,7/5/2005 0:00,17131.0,32.6153,-112.1093,AZ,Maricopa County
322528,California Desert District,2005,7/18/2005 0:00,Human,Equipment and vehicle use,7/24/2005 0:00,10350.0,35.8855,-117.3312,CA,Inyo County
336487,Idaho Falls District,2005,9/16/2005 0:00,Human,Debris and open burning,9/18/2005 0:00,16892.1,43.1622,-112.8378,ID,Bingham County
336960,Idaho Falls District,2005,9/4/2005 0:00,Human,Smoking,9/21/2005 0:00,10629.5,42.6867,-112.5864,ID,Power County
337419,Twin  Falls District,2005,8/10/2005 0:00,Human,Equipment and vehicle use,8/13/2005 0:00,24810.0,43.2422,-113.6928,ID,Blaine County
342200,Elko District Office,2005,8/28/2005 0:00,Human,Debris and open burning,9/1/2005 0:00,23749.0,40.8786,-115.6853,NV,Elko County
357319,Salt Lake Field Office,2005,7/12/2005 0:00,Human,Firearms and explosives use,7/15/2005 0:00,22874.0,40.12362,-112.82937,UT,Tooele County
357337,Salt Lake Field Office,2005,7/22/2005 0:00,Human,Equipment and vehicle use,7/28/2005 0:00,18420.0,41.7769,-113.2911,UT,Box Elder County
365999,Santa Monica Mountains National Recreation Area,2005,9/28/2005 0:00,Human,Missing data/not specified/undetermined,10/10/2005 0:00,24970.0,34.2833,-118.6106,CA,Not Available
380476,Kofa National Wildlife Refuge,2005,10/1/2005 0:00,Human,Firearms and explosives use,10/6/2005 0:00,26000.0,33.17888889,-114.0213889,AZ,Not Available
603668,New Mexico State Forestry Division,2005,4/13/2005 0:00,Human,Equipment and vehicle use,4/16/2005 0:00,12350.0,36.31749997,-103.9403,NM,Union County
604124,New Mexico State Forestry Division,2005,11/30/2005 0:00,Human,Arson/incendiarism,12/3/2005 0:00,26000.0,34.25661997,-103.7469,NM,Roosevelt County
1271718,Tonto National Forest,2005,5/15/2005 0:00,Human,Missing data/not specified/undetermined,5/22/2005 0:00,14534.0,33.87138889,-111.7252778,AZ,Maricopa County
7449,Cibola National Forest,2006,3/12/2006 0:00,Human,Missing data/not specified/undetermined,3/19/2006 0:00,427696.0,35.21666667,-100.9333333,TX,Gray County
11712,Gila National Forest,2006,6/19/2006 0:00,Human,Recreation and ceremony,8/23/2006 0:00,55307.0,33.41138889,-108.6313889,NM,Catron County
12855,Cleveland National Forest,2006,2/6/2006 0:00,Human,Missing data/not specified/undetermined,2/6/2006 0:00,10584.0,33.85194444,-117.6497222,CA,Orange County
13793,Cleveland National Forest,2006,7/23/2006 0:00,Human,Recreation and ceremony,7/29/2006 0:00,16677.0,32.75444444,-116.6691667,CA,San Diego County
14206,Boise National Forest,2006,8/14/2006 0:00,Human,Recreation and ceremony,10/6/2006 0:00,35482.0,44.24333333,-115.3863889,ID,Boise County
14907,Los Padres National Forest,2006,9/4/2006 0:00,Human,Debris and open burning,10/30/2006 0:00,162702.0,34.63222222,-118.7697222,CA,Ventura County
15173,Los Padres National Forest,2006,6/19/2006 0:00,Human,Missing data/not specified/undetermined,7/20/2006 0:00,14988.0,34.94361111,-119.6872222,CA,Santa Barbara County
15306,Shasta-Trinity National Forest,2006,9/2/2006 0:00,Human,Equipment and vehicle use,10/10/2006 0:00,35101.0,40.75111111,-123.1508333,CA,Trinity County
16179,Beaverhead-Deerlodge National Forest,2006,8/23/2006 0:00,Human,Equipment and vehicle use,8/28/2006 0:00,15387.0,45.01111111,-112.7930556,MT,Beaverhead County
17462,San Bernardino National Forest,2006,10/26/2006 0:00,Human,Arson/incendiarism,10/30/2006 0:00,40200.0,33.89972222,-116.7661111,CA,Riverside County
251878,Chickasaw Agency,2006,1/12/2006 0:00,Human,Missing data/not specified/undetermined,1/21/2006 0:00,19200.0,34.4486,-97.4972,OK,Not Available
253745,Okmulgee Field Office,2006,1/1/2006 0:00,Human,Arson/incendiarism,1/2/2006 0:00,16423.0,35.5758,-96.5644,OK,Not Available
253749,Okmulgee Field Office,2006,1/1/2006 0:00,Human,Arson/incendiarism,1/3/2006 0:00,14000.0,35.5494,-96.1608,OK,Not Available
319045,Central California District,2006,7/9/2006 0:00,Human,Equipment and vehicle use,7/20/2006 0:00,34271.0,37.4,-121.2808,CA,Stanislaus County
336675,Twin  Falls District,2006,8/23/2006 0:00,Human,Missing data/not specified/undetermined,8/26/2006 0:00,61929.1,42.6689,-115.4278,ID,Owyhee County
337453,Twin  Falls District,2006,6/20/2006 0:00,Human,Equipment and vehicle use,6/21/2006 0:00,11443.1,42.8661,-114.7125,ID,Gooding County
342386,Elko District Office,2006,8/23/2006 0:00,Human,Equipment and vehicle use,8/26/2006 0:00,13456.5,40.9033,-115.8678,NV,Elko County
347788,Las Cruces Field Office,2006,5/18/2006 0:00,Human,Missing data/not specified/undetermined,7/1/2006 0:00,12806.0,31.5667,-108.7167,NM,Hidalgo County
348920,Burns District,2006,8/21/2006 0:00,Human,Arson/incendiarism,9/5/2006 0:00,46522.7,42.8374,-118.8299,OR,Harney County
353474,Cedar City Field Office,2006,6/24/2006 0:00,Human,Missing data/not specified/undetermined,7/9/2006 0:00,17632.0,37.2625,-113.1236,UT,Washington County
353475,Cedar City Field Office,2006,6/25/2006 0:00,Human,Recreation and ceremony,7/5/2006 0:00,50737.0,37.0717,-113.8331,UT,Washington County
358710,Casper Field Office,2006,6/13/2006 0:00,Human,Missing data/not specified/undetermined,6/22/2006 0:00,13882.0,42.4125,-104.8225,WY,Platte County
362516,Lake Meredith National Recreation Area,2006,3/12/2006 0:00,Human,Missing data/not specified/undetermined,3/12/2006 0:00,479549.0,35.6678,-101.3708,TX,Not Available
362527,Lake Meredith National Recreation Area,2006,4/6/2006 0:00,Human,Power generation/transmission/distribution,4/11/2006 0:00,23827.0,35.55,-101.7833,TX,Not Available
450067,Florida Forest Service,2006,5/7/2006 0:00,Human,Equipment and vehicle use,5/11/2006 0:00,13700.0,26.32722,-80.71444,FL,Broward County
